"Price","Title","Location","Link"
"$950","iPhone 16 pro Max new AT&T cricket","Buda, TX","https://www.facebook.com/marketplace/item/1281158377028810/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$80","iPhone 17 Pro Max T-Mobile *Teléfonos En Pagos*","Austin, TX","https://www.facebook.com/marketplace/item/1121651756782884/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$850","Iphone 16 Pro Max Tmobile Metro","Austin, TX","https://www.facebook.com/marketplace/item/804781178828292/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$680","iPhone 16 Pro AT&T cricket","Austin, TX","https://www.facebook.com/marketplace/item/1333593515161890/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$600","Iphone 16 Pro Verizon","Austin, TX","https://www.facebook.com/marketplace/item/809782635074031/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$750","iPhone 15 Pro - Black/Titanium, 128GB","Austin, TX","https://www.facebook.com/marketplace/item/807943895047425/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$460","iPhone 15- Pink 256Gb","San Antonio, TX","https://www.facebook.com/marketplace/item/1485470679035861/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","iphone 14 pro","Manor, TX","https://www.facebook.com/marketplace/item/1372335694598744/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$450","Unlocked iPhone 14 pro 128GB","Austin, TX","https://www.facebook.com/marketplace/item/1546886356492689/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$300","iPhone 11 Pro Max 256GB For T-Mobile or metro","Austin, TX","https://www.facebook.com/marketplace/item/1931531107685990/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$450","iPhone 13 Pro Max 128GB Unlocked","Pflugerville, TX","https://www.facebook.com/marketplace/item/2250535075426745/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$670","iPhone 16 unlocked","Buda, TX","https://www.facebook.com/marketplace/item/1496858114705478/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$720","iPhone 16 pro AT&T cricket 256 gb","Buda, TX","https://www.facebook.com/marketplace/item/811245371507656/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$950","Iphone 16 Pro max AT&T cricket nuevo sellado","Buda, TX","https://www.facebook.com/marketplace/item/1519360609311190/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$870","iPhone 16 Pro Max unlocked liberado","Buda, TX","https://www.facebook.com/marketplace/item/1557856458868939/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$300","iPhone 16 e AT&T only","Ships to you","https://www.facebook.com/marketplace/item/1462049441540028/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$380","iPhone 14 Unlocked","Austin, TX","https://www.facebook.com/marketplace/item/1050945349906697/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$550","iPhone 16e (with *RARE* physical sim tray) + esim","Del Valle, TX","https://www.facebook.com/marketplace/item/769961782627607/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$300","iPhone 14","Austin, TX","https://www.facebook.com/marketplace/item/1355536266153331/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$850","iPhone 16 Pro Max Tmobile metro","Austin, TX","https://www.facebook.com/marketplace/item/1138079541746806/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","Apple iPhone 15 Pro 128GB Unlocked to any carrier! 30 day warranty!","Austin, TX","https://www.facebook.com/marketplace/item/762470553196137/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$850","iPhone 16 Pro Max Tmobile Metro","Buda, TX","https://www.facebook.com/marketplace/item/1269375584954725/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$925","Apple iPhone 16 Pro Max, 256GB, Unlocked, Desert Titanium","Dripping Springs, TX","https://www.facebook.com/marketplace/item/2058676681553482/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$670","Iphone 16 unlocked","Buda, TX","https://www.facebook.com/marketplace/item/1598703294914911/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$745","iPhone 16 plus 128gb","Austin, TX","https://www.facebook.com/marketplace/item/1452283785831790/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$420","Vendo iPhone","Austin, TX","https://www.facebook.com/marketplace/item/1510494569959086/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","iPhone 15 128Gb AT&T-Cricket","Round Rock, TX","https://www.facebook.com/marketplace/item/846005947766664/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$400","iPhone 14 Plus","Austin, TX","https://www.facebook.com/marketplace/item/766017956416371/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$700","iPhone 15 Pro 256gb","Austin, TX","https://www.facebook.com/marketplace/item/4236524586608345/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$550","🔥🔥IPhone 13 Pro Max (128gb) Green UNLOCKED, Excellent condition","Round Rock, TX","https://www.facebook.com/marketplace/item/24985433007793534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$480","Apple iPhone 16e 128GB Unlocked to any carrier","Austin, TX","https://www.facebook.com/marketplace/item/1699893747323207/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$299","Iphone 15 for sale","San Antonio, TX","https://www.facebook.com/marketplace/item/818648960855520/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$45","iPhone 17 Pro TechWoven Case - PURPLE","Manor, TX","https://www.facebook.com/marketplace/item/1715166109057297/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$680","iPhone 16 Plus 128GB Unlocked For Any Carrier","Austin, TX","https://www.facebook.com/marketplace/item/1697639187594350/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$375","Apple iPhone 13 and AirPod Pro 2 Bundle","Austin, TX","https://www.facebook.com/marketplace/item/1770454846982014/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$460","Apple iPhone 15 128GB spectrum! Like new!","Austin, TX","https://www.facebook.com/marketplace/item/1332781254486885/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$400","iPhone 15 Pro Max, 256GB - Unlocked","Ships to you","https://www.facebook.com/marketplace/item/1358768765215178/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","Iphone 16 unlocked","Buda, TX","https://www.facebook.com/marketplace/item/1098390822493146/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$450","Iphone 13 pro max unlocked for all carrier","Red Rock, TX","https://www.facebook.com/marketplace/item/1481206962914553/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$720","Iphone 16 Pro AT&T Cricket","Buda, TX","https://www.facebook.com/marketplace/item/2323056371466380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","Apple iPhone 16 128GB Unlocked to any carrier! 90 day warranty! We offer financing!","Austin, TX","https://www.facebook.com/marketplace/item/1397213801763759/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$499","iPhone 15 Pro 128GB UNLOCKED","San Antonio, TX","https://www.facebook.com/marketplace/item/866839372535972/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$400","iPhone 16 AT&T","Austin, TX","https://www.facebook.com/marketplace/item/1517756542718919/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$820","iPhone 16 Pro AT&T cricket","Buda, TX","https://www.facebook.com/marketplace/item/1357199975929528/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$450","iPhone 13 Pro Max 256GB ATT Carrier (YES ITS AVAILABLE)","Leander, TX","https://www.facebook.com/marketplace/item/2201213683697010/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$680","iPhone 16 unlocked liberado","Austin, TX","https://www.facebook.com/marketplace/item/2427465434335580/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$540","iPhone 13 Pro Max 256GB unlocked to any carrier","Austin, TX","https://www.facebook.com/marketplace/item/2138026883347451/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$103","Apple iPhone 15 128 GB Unlocked PL3T-LV","Austin, TX","https://www.facebook.com/marketplace/item/3250209091795751/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","iPhone 16 128gb AT&T","Austin, TX","https://www.facebook.com/marketplace/item/771898245842320/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","IPhone 13 Pro Max","San Antonio, TX","https://www.facebook.com/marketplace/item/1985091895576244/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$400","iphone 13 pro","Austin, TX","https://www.facebook.com/marketplace/item/1184724550051086/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$299","Apple iPhone 16e","San Antonio, TX","https://www.facebook.com/marketplace/item/784096291058255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$55","IPhone 17 Pro Max 256GB","Austin, TX","https://www.facebook.com/marketplace/item/2981494442040715/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$499","iPhone 15 128GB AT&T/ Cricket","Austin, TX","https://www.facebook.com/marketplace/item/1473982716977304/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$499","iPhone 14 Plus - 128GB","Austin, TX","https://www.facebook.com/marketplace/item/767984442734059/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$400","IPhone 14 plus unlocked","San Antonio, TX","https://www.facebook.com/marketplace/item/1347479143788010/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","iPhone 16 128gb AT&T/Cricket","Austin, TX","https://www.facebook.com/marketplace/item/4295971970726070/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$79","iPhone 15 pro Max glass back replacement","San Marcos, TX","https://www.facebook.com/marketplace/item/1083703663947430/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","iPhone 16 pro","Ships to you","https://www.facebook.com/marketplace/item/659480490476357/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$750","iPhone 15 Pro Max","Round Rock, TX","https://www.facebook.com/marketplace/item/702742219505055/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$550","Iphone 15 pro max tmobile metro","Buda, TX","https://www.facebook.com/marketplace/item/1128743516043460/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$250","iPhone 15","San Marcos, TX","https://www.facebook.com/marketplace/item/1258579056314595/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$700","Samsung Galaxy Fold 6","Austin, TX","https://www.facebook.com/marketplace/item/1563407754818545/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$600","iPhone 14 Pro Max","San Antonio, TX","https://www.facebook.com/marketplace/item/1395559195554903/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$580","Apple iPhone 15 Pro 256GB Unlocked","Pflugerville, TX","https://www.facebook.com/marketplace/item/24730012329941976/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$690","Iphone 15 Pro Max AT&T Cricket","Austin, TX","https://www.facebook.com/marketplace/item/680714028437392/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$160","iPhone X / 11 / 12 / 13 / 14 / 15 / pro / plus / pro max","San Marcos, TX","https://www.facebook.com/marketplace/item/24965450826407321/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$150","iPhone 12 Pro Max","Austin, TX","https://www.facebook.com/marketplace/item/1515824449431827/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$750","iPhone 15 pro Max (AT&T/cricket)","Austin, TX","https://www.facebook.com/marketplace/item/1424019592047462/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$690","iPhone 15 pro Max unlocked liberado","Buda, TX","https://www.facebook.com/marketplace/item/2022156798636380/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$900","New Apple iPhone 16 Pro MAX Bundle","Austin, TX","https://www.facebook.com/marketplace/item/1094431809490327/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$575","iPhone 14 Pro 512GB – Deep Purple (Unlocked)","Austin, TX","https://www.facebook.com/marketplace/item/24827622026921534/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$490","Iphone 14 pro golden","Leander, TX","https://www.facebook.com/marketplace/item/1120112956851239/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","For sale","Austin, TX","https://www.facebook.com/marketplace/item/2001178953991660/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$550","IPhone 15 Plus (Unlocked)","Live Oak, TX","https://www.facebook.com/marketplace/item/1915698975672395/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$104","iPhone 13 Pro Max 256GB Gold UNLOCKED CLEAN IMEI CE2B-4R","Austin, TX","https://www.facebook.com/marketplace/item/729556260167068/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$350","iPhone 15 light blue","Austin, TX","https://www.facebook.com/marketplace/item/1113243790948592/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$499","Apple iPhone 14 Pro Max 128","Georgetown, TX","https://www.facebook.com/marketplace/item/2146565956174432/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$1,299","Orange unlocked 17 pro max 256gb , no sim restrictions, new in box has sealed","Pflugerville, TX","https://www.facebook.com/marketplace/item/866768895878754/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$105","Apple iPhone 14 Pro Max 256 GB in Space Black Unlocked QJJ6-85","Hutto, TX","https://www.facebook.com/marketplace/item/1653725188920845/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","iPhone 16 plus","St Hedwig, TX","https://www.facebook.com/marketplace/item/865018652877166/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$550","iPhone 15 Plus","Marion, TX","https://www.facebook.com/marketplace/item/1932515457480818/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$400","Like new iPhone 14 with otter box","Austin, TX","https://www.facebook.com/marketplace/item/1360178352145398/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$450","iPhone 14 Pro Max 256gb","Ships to you","https://www.facebook.com/marketplace/item/674434605164790/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$275","Iphone 15 for sale! from Boost","San Antonio, TX","https://www.facebook.com/marketplace/item/2300334420402520/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$699","iPhone 16 unlocked","Austin, TX","https://www.facebook.com/marketplace/item/2112588329549766/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$850","iPhone 16 pro 128 gb unlocked","San Antonio, TX","https://www.facebook.com/marketplace/item/820668853640252/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","iPhone 14 pro Max 128gb","San Antonio, TX","https://www.facebook.com/marketplace/item/803690905525656/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$50","Iphone","Austin, TX","https://www.facebook.com/marketplace/item/1971276593693894/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$500","iPhone 15","Ships to you","https://www.facebook.com/marketplace/item/4374896892796319/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","iPhone 14 Pro Max 256GB Unlocked AT&T Cricket T-Mobile Metro","Austin, TX","https://www.facebook.com/marketplace/item/1136834037968834/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$800","Iphone 16 Pro AT&T Cricket","Buda, TX","https://www.facebook.com/marketplace/item/791387230373680/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$450","iPhone 14 Pro 128GB Unlocked – Excellent Condition","Austin, TX","https://www.facebook.com/marketplace/item/1884605709122194/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$80","iPhone 17 pro max a pagos","Austin, TX","https://www.facebook.com/marketplace/item/1470733990876732/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$300","Iphone 13 pro max (Read!)","San Antonio, TX","https://www.facebook.com/marketplace/item/633545173131359/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"
"$650","iPhone 15","Austin, TX","https://www.facebook.com/marketplace/item/1177449274423719/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ac286ed51-73f6-4a93-a857-4ec46a1fc195&__tn__=!%3AD"